name,season,number,airdate,runtime,rating,summary,image_url
The Bad Fish Paradigm,2,1,9/22/2008,30,{'average': 8.2},Penny's first date with Leonard goes awry; Penny finds Sheldon to be an unwilling confidant.,https://image.tmdb.org/t/p/original/y9cFxQyFRBOewwVvkMl6SaH2om0.jpg
The Codpiece Topology,2,2,9/29/2008,30,{'average': 7.9},A jealous Leonard reacts to Penny's new guy by rebounding with Leslie.,https://image.tmdb.org/t/p/original/a9k5gM9GYU4IBW93LJc4IjRbgHI.jpg
The Barbarian Sublimation,2,3,10/6/2008,30,{'average': 8.5},Sheldon creates a monster when he introduces Penny to online gaming.,https://image.tmdb.org/t/p/original/q0bhAlY77x9XwfpHYrDScHZvMQE.jpg
The Griffin Equivalency,2,4,10/13/2008,30,{'average': 7.9},Raj gets an inflated ego and makes a play for Penny after being referenced in a magazine article.,https://image.tmdb.org/t/p/original/AvCiGNJqqaowpZlBdoO6Bp2hIdp.jpg
The Euclid Alternative,2,5,10/20/2008,30,{'average': 8.4},Leonard and his friends stage an intervention to force Sheldon to face his fear of driving.,https://image.tmdb.org/t/p/original/84UnqiLl4J8LCmJXWwTNfne4pWC.jpg
The Cooper-Nowitzki Theorem,2,6,11/3/2008,30,{'average': 8.4},Sheldon and the gang are confused when a young grad student is attracted to him.,https://image.tmdb.org/t/p/original/2WAmfZtammDEhuQuDgxqQT7BR9z.jpg
The Panty Piñata Polarization,2,7,11/10/2008,30,{'average': 8.3},"When Sheldon bans Penny from the apartment for numerous minor infractions, she decides to retaliate.",https://image.tmdb.org/t/p/original/nBAjkqE9I805f9OCqxZAKVqnJT2.jpg
The Lizard-Spock Expansion,2,8,11/17/2008,30,{'average': 8.1},Leonard inadvertently steals away the new woman Wolowitz thinks is the love of his life.,https://image.tmdb.org/t/p/original/AlvHVY7gvBHfQvMLAvB9PODeYQw.jpg
The White Asparagus Triangulation,2,9,11/24/2008,30,{'average': 7.9},Sheldon is thrilled when Leonard starts dating a woman who meets Sheldon's stringent standards.,https://image.tmdb.org/t/p/original/f5ls4tc9cY8Zh9998lMyZ3A9E6B.jpg
The Vartabedian Conundrum,2,10,12/8/2008,30,{'average': 7.8},Leonard asks Penny for advice when his new relationship starts moving too fast.,https://image.tmdb.org/t/p/original/uosBIO5639eeocnvjCxqrLl2HEN.jpg
The Bath Item Gift Hypothesis,2,11,12/15/2008,30,{'average': 8.8},Penny starts dating Leonard's handsome colleague; Leonard and his friends are tortured by Sheldon's obsession with gift-giving etiquette.,https://image.tmdb.org/t/p/original/aUh7k8uTCSjnlFqQZ4HVKZ8N7rA.jpg
The Killer Robot Instability,2,12,1/12/2009,30,{'average': 7.9},Penny's criticism of Wolowitz's romantic life pushes him into depression and AWOL for a fighting robot battle the rest of guys are depending on him for.,https://image.tmdb.org/t/p/original/fdo2epxMfOhpAWJ3EWplioQakRK.jpg
The Friendship Algorithm,2,13,1/19/2009,30,{'average': 8.1},Sheldon creates a scientific procedure for making friends.,https://image.tmdb.org/t/p/original/9q49iyMGcO9EIk9vWbnBZgfGNSF.jpg
The Financial Permeability,2,14,2/2/2009,30,{'average': 7.9},Sheldon's solution to Penny's financial difficulty leads to a confrontation between Leonard and Penny's ex-boyfriend.,https://image.tmdb.org/t/p/original/wC2YMYgyCnEixzO1ztYx1LUAndL.jpg
The Maternal Capacitance,2,15,2/9/2009,30,{'average': 8.6},Leonard and Penny are drawn together after a disastrous visit from Leonard's mother.,https://image.tmdb.org/t/p/original/cShchuw3099TXbfav7e9XU6qCoV.jpg
The Cushion Saturation,2,16,3/2/2009,30,{'average': 8.1},"A paintball game leads to a fight between Sheldon and Penny, and romance for Leslie and Wolowitz.",https://image.tmdb.org/t/p/original/egK4v3alm6G7cm0CmMRGR3p8Yx3.jpg
The Terminator Decoupling,2,17,3/9/2009,30,{'average': 8.1},"Leonard, Sheldon and Wolowitz are ecstatic to learn that a famous science-fiction actress (Summer Glau) is on board the train they are taking to San Francisco.",https://image.tmdb.org/t/p/original/uorhUtKMHkx7EokhUcSBl3q6GRt.jpg
The Work Song Nanocluster,2,18,3/16/2009,30,{'average': 8.3},Penny's home business turns into a complete nightmare when Sheldon takes over.,https://image.tmdb.org/t/p/original/fkaYEuDqCyBsODp0XYMAZrLULYs.jpg
The Dead Hooker Juxtaposition,2,19,3/30/2009,30,{'average': 8.1},"Penny squares off with a new beautiful female neighbor who may become the building's ""new Penny.""",https://image.tmdb.org/t/p/original/8LL0P42Z8mwyFXfnF3jnaabSZYt.jpg
The Hofstadter Isotope,2,20,4/13/2009,30,{'average': 8},A fellow comic book enthusiast's hitting on Penny leads to Leonard and Howard going to a bar's Ladies' Night.,https://image.tmdb.org/t/p/original/otMgg5qrM4XfHwbGnpWhPy8R2yD.jpg
The Vegas Renormalization,2,21,4/27/2009,30,{'average': 8.2},"Leonard and Koothrappali escort a heartbroken Wolowitz to Las Vegas, and Sheldon becomes locked out of his apartment and must stay with Penny.",https://image.tmdb.org/t/p/original/5SRU3ZHSjhdh7MOWHxivvO6p2Xs.jpg
The Classified Materials Turbulence,2,22,5/4/2009,30,{'average': 8},Penny's second date with Stuart sees her making a comment that gives Leonard new hope for a relationship with her. Wolowitz realizes there's a crucial error in a NASA project he's working on.,https://image.tmdb.org/t/p/original/jNdjEnmBwdJiojaG6weilqZPfOn.jpg
The Monopolar Expedition,2,23,5/11/2009,30,{'average': 8.5},The guys' plan to work over the summer at the North Pole makes Penny revaluate her feelings for Leonard.,https://image.tmdb.org/t/p/original/5NiLbb4TXeiiAjTPyqP08Swu8w5.jpg
The Electric Can Opener Fluctuation,3,1,9/21/2009,30,{'average': 8},"When Sheldon learns the guys tampered with his expedition data he got from the arctic, he leaves to Texas in disgrace. This results in the guys following him, which threatens Leonard's hope for some romantic time with Penny and the guys' friendship with Sheldon.",https://image.tmdb.org/t/p/original/4MFmDclUoXHM0se1IM9jKRhHp6n.jpg
The Jiminy Conjecture,3,2,9/28/2009,30,{'average': 7.9},Leonard and Penny struggle to recover from an awkward first hookup while Sheldon and Howard stake their best comic books on a bet to determine the species of a cricket.,https://image.tmdb.org/t/p/original/xJRmBDoo2MrbYjs91ViaXMUUMru.jpg
The Gothowitz Deviation,3,3,10/5/2009,30,{'average': 8.2},Howard and Raj visit a Goth nightclub to pick up women while Sheldon attempts to build a better Penny using chocolate-based behavior modification.,https://image.tmdb.org/t/p/original/8iWdGkONXwKYsv73HZr6p80Csaa.jpg
The Pirate Solution,3,4,10/12/2009,30,{'average': 8.2},"Raj must find a new job or be sent back to India, but Sheldon has a solution, which leaves Leonard and Penny dealing with Howard as a third wheel.",https://image.tmdb.org/t/p/original/doGrzGYbdS9HzjkfROUENBv6gpk.jpg
The Creepy Candy Coating Corollary,3,5,10/19/2009,30,{'average': 8.2},"After overhearing that Wil Wheaton is entering a trading-card competition, Sheldon decides to enter it himself. Meanwhile, Penny sets up one of her friends on a date with Wolowitz.",https://image.tmdb.org/t/p/original/j7HZdRP1eVcnQYGEu9o3TruEKvL.jpg
The Cornhusker Vortex,3,6,11/2/2009,30,{'average': 7.5},"Sheldon becomes Leonard's teacher in order to understand football, while an incident with flying a kite threatens Howard and Raj's friendship.",https://image.tmdb.org/t/p/original/ethrkqDoGEbXtmN48IhN9aIESfa.jpg
The Guitarist Amplification,3,7,11/9/2009,30,{'average': 8.1},"A squabble between Leonard and Penny sees Sheldon playing mediator, though out of his own incovenience from the sitiation rather than altruism.",https://image.tmdb.org/t/p/original/vbpHo8Px5CILtVR9wU3wyPSHn56.jpg
The Adhesive Duck Deficiency,3,8,11/16/2009,30,{'average': 8.6},"With Leonard, Howard and Raj away camping in the desert, an injured Penny has only Sheldon to rely on.",https://image.tmdb.org/t/p/original/8EbctrCaN3RJXiTKe2a9yebM9rZ.jpg
The Vengeance Formulation,3,9,11/23/2009,30,{'average': 8.2},"After he's humiliated on National Public Radio, Sheldon vows to destroy Kripke, while Wolowitz tries not to destroy his new relationship with Bernadette.",https://image.tmdb.org/t/p/original/x9hd50SQpxiZ1nLXeyhHeeAnT8x.jpg
The Gorilla Experiment,3,10,12/7/2009,30,{'average': 8.2},"Penny gets help from Sheldon in order to understand what Leonard's work is, while Wolowitz develops a jealousy when Leonard starts hanging out with his new girlfriend.",https://image.tmdb.org/t/p/original/xUaKd5XBnmqny83essybaiQSICd.jpg
The Maternal Congruence,3,11,12/14/2009,30,{'average': 8.3},A Christmas visit from his mother has Leonard discovering she's kept a lot of news from him that she shares with Sheldon and worrying if she'll approve of his romance with Penny.,https://image.tmdb.org/t/p/original/kioeIQpVHRmhILyFGHiiebACdX1.jpg
The Psychic Vortex,3,12,1/11/2010,30,{'average': 8.3},"Leonard is aghast to find out a secret of Penny's: she believes in psychics. Meanwhile, Sheldon tries to assist Koothrappali in picking up a girl at a university mixer.",https://image.tmdb.org/t/p/original/5uXitxxXHYVKHrEGmT3ylHRxOjn.jpg
The Bozeman Reaction,3,13,1/18/2010,30,{'average': 8.3},"When their apartment is robbed, Leonard and Sheldon turn to their friends to create a state-of-the-art security system.",https://image.tmdb.org/t/p/original/jLh4QS3YkclWPrioytdMbuVjwXL.jpg
The Einstein Approximation,3,14,2/1/2010,30,{'average': 8.4},Sheldon's search for the answer to a physics problem leads him to work at the Cheesecake Factory with Penny.,https://image.tmdb.org/t/p/original/7tx6fSRlOn6r5HXVOzOjilaqeZI.jpg
The Large Hadron Collision,3,15,2/8/2010,30,{'average': 8.2},Leonard can only bring one guest on a trip to see CERN's Large Hadron Collider (the world's largest and highest energy particle accelerator) in Switzerland on Valentine's Day.,https://image.tmdb.org/t/p/original/X19dpYs9iBJeiqiqb72STdjCg0.jpg
The Excelsior Acquisition,3,16,3/1/2010,30,{'average': 8.3},Sheldon winds up in traffic court when he gets a ticket because of Penny.,https://image.tmdb.org/t/p/original/6waZYJy3LVmnMO6Im6aFuBTDgJg.jpg
The Precious Fragmentation,3,17,3/8/2010,30,{'average': 8.7},"When the guys find a ring from ""The Lord of the Rings"" at a garage sale, it threatens to tear them apart.",https://image.tmdb.org/t/p/original/qwBvS3JV40nWZQOBhxTMhWoSk0Q.jpg
The Pants Alternative,3,18,3/22/2010,30,{'average': 8.5},Sheldon's friends come to his aid when his fear of public speaking stands between him and a coveted award.,https://image.tmdb.org/t/p/original/lyAMqIxYBlBNk8Brb6CWceltipC.jpg
The Wheaton Recurrence,3,19,4/12/2010,30,{'average': 7.7},"A fight between Leonard and Penny threatens their relationship, while Sheldon battles Wil Wheaton in bowling.",https://image.tmdb.org/t/p/original/oHlOeHU6ruNOCE2yvRYG21r0AB5.jpg
The Spaghetti Catalyst,3,20,5/3/2010,30,{'average': 8.1},"When Leonard and Penny aren't speaking, Sheldon goes to extremes to keep them both happy.",https://image.tmdb.org/t/p/original/wztaQvhy4aNNgJmJhs201Qv8zXm.jpg
The Plimpton Stimulation,3,21,5/10/2010,30,{'average': 8.4},Leonard and Sheldon compete for the attention of a famous female physicist.,https://image.tmdb.org/t/p/original/cppyrsh201R39yrlQrBk7ShYpQ3.jpg
The Staircase Implementation,3,22,5/17/2010,30,{'average': 8.7},Leonard tells Penny about how he met Sheldon for the first time...and what happened to the elevator.,https://image.tmdb.org/t/p/original/cGQf2br0gTknsDtj71CGrrX1Gg6.jpg
The Lunar Excitation,3,23,5/24/2010,30,{'average': 8.5},"While Penny worries that dating Leonard has ruined her for normal guys, Wolowitz and Koothrappali search for Sheldon's perfect match online.",https://image.tmdb.org/t/p/original/7wpXVU3zqGj9QMOtrdLDWRanGxP.jpg
The Robotic Manipulation,4,1,9/23/2010,30,{'average': 8.4},Penny tags along on Sheldon's first ever date; Wolowitz finds a new use for a robotic arm.,https://image.tmdb.org/t/p/original/9Ab7pe6u7bQo55w0BArx11OQ4xI.jpg
The Cruciferous Vegetable Amplification,4,2,9/30/2010,30,{'average': 8.4},"Realizing he will not live long enough to download his consciousness into a robot body, Sheldon tries to extend his life span.",https://image.tmdb.org/t/p/original/gbdirXM1Gw9K4NZWhWHV4qjPDbX.jpg
The Zazzy Substitution,4,3,10/7/2010,30,{'average': 8.1},The guys are concerned as Sheldon searches for an alternative to human companionship.,https://image.tmdb.org/t/p/original/eBLxhs3TDM8d0zlutOGhIfDDVd2.jpg
The Hot Troll Deviation,4,4,10/14/2010,30,{'average': 8.2},"An embarrassing secret of Wolowitz's comes to light, while Sheldon and Raj have a small war at work.",https://image.tmdb.org/t/p/original/isCe5dxkG0Ufi4cNRfmCr2HsoJd.jpg
The Desperation Emanation,4,5,10/21/2010,30,{'average': 7.8},"Leonard realizes he’s the only one without a girlfriend, while Sheldon wants to get rid of his.",https://image.tmdb.org/t/p/original/mOhDhRyqDZU5HVHmgypFte7jTAU.jpg
The Irish Pub Formulation,4,6,10/28/2010,30,{'average': 7.9},"Leonard keeps an affair a secret from Sheldon, Howard and Raj.",https://image.tmdb.org/t/p/original/srBGG50Cw4XOn2f4bZUqtnwznVM.jpg
The Apology Insufficiency,4,7,11/4/2010,30,{'average': 8.1},Sheldon's answers during an FBI interview put Wolowitz's security clearance in jeopardy.,https://image.tmdb.org/t/p/original/jXGtTcqfYmwDdIpkE0nk1l0PgYL.jpg
The 21-Second Excitation,4,8,11/11/2010,30,{'average': 8.4},"While the guys camp in line for a long-awaited movie screening, Penny and Bernadette invite Amy to her first slumber party.",https://image.tmdb.org/t/p/original/TxfaPETKaKt5ejJYRKG5zyrJQ9.jpg
The Boyfriend Complexity,4,9,11/18/2010,30,{'average': 8.5},"Penny asks Leonard to lie to her father, while Howard, Raj and Bernadette pull an all-nighter at a telescope.",https://image.tmdb.org/t/p/original/ksiCi17L2Ko4QaB1NBxnYdlYrGV.jpg
The Alien Parasite Hypothesis,4,10,12/9/2010,30,{'average': 7.8},"Amy finds she has sexual feelings for Penny's ex, while Koothrappali and Wolowitz try to prove who would be the better superhero.",https://image.tmdb.org/t/p/original/pWWRt2BzusW1WPaXs7E8J0fQGqf.jpg
The Justice League Recombination,4,11,12/16/2010,30,{'average': 8.6},"The guys find a ""super"" use for Penny's new boyfriend, Zack, when they enter a costume contest as the Justice League.",https://image.tmdb.org/t/p/original/uUUUozntwqQiivWD7qsuyV8hg2O.jpg
The Bus Pants Utilization,4,12,1/6/2011,30,{'average': 7.3},Leonard's idea for a smartphone app derails his friendship with Sheldon.,https://image.tmdb.org/t/p/original/ksC48YK2UFV8GeBETu11fTM7r0a.jpg
The Love Car Displacement,4,13,1/20/2011,30,{'average': 8.3},Bernadette runs into her ex-boyfriend while attending a science event with Wolowitz.,https://image.tmdb.org/t/p/original/dBYcZAs8g77jjvyHGXClQIluFwc.jpg
The Thespian Catalyst,4,14,2/3/2011,30,{'average': 7.6},"Hoping it will make him a better teacher, Sheldon has Penny give him acting lessons. Raj has fantasies about a friend's girlfriend.",https://image.tmdb.org/t/p/original/oOd0acUQiDF7CyoJf9z52JyGBA5.jpg
The Benefactor Factor,4,15,2/10/2011,30,{'average': 7.9},A wealthy donor to the university makes Leonard consider how far he's willing to go for the sake of science.,https://image.tmdb.org/t/p/original/mRo77oUOj2kq4DLqOdpXkmtBjOv.jpg
The Cohabitation Formulation,4,16,2/17/2011,30,{'average': 8},"As Wolowitz contemplates taking things with Bernadette to the next level, Leonard rekindles his relationship with Raj's sister.",https://image.tmdb.org/t/p/original/lwHPcYlrCFfRO5UEJ7oFfhg84me.jpg
The Toast Derivation,4,17,2/24/2011,30,{'average': 7.8},Sheldon becomes concerned when everybody begins to hang out at Raj's apartment and discovers Leonard is the center of the group.,https://image.tmdb.org/t/p/original/WeOnAUVBQn5VrT409KoZUh19HY.jpg
The Prestidigitation Approximation,4,18,3/10/2011,30,{'average': 8.4},"Sheldon is baffled by Wolowitz's magic trick. Meanwhile, Leonard realizes dating Priya may make it impossible to continue being friends with Penny.",https://image.tmdb.org/t/p/original/lxpNNW7buxaTnWDtPAnqpc6ly7g.jpg
The Zarnecki Incursion,4,19,3/31/2011,30,{'average': 8.1},"Sheldon's online-game account is hacked by Todd Zarnecki, who then proceeds to steal all his items prompting the guys to go on a quest to retrieve them. Penny, Bernadette and Amy discuss how Penny groomed Leonard to be willing to try various things and more adventurous boyfriend... for some other woman — Priya.",https://image.tmdb.org/t/p/original/zoY6h6LtJCShaLfuPUSnBCNRdHN.jpg
The Herb Garden Germination,4,20,4/7/2011,30,{'average': 8.3},"Sheldon and Amy decide to start several rumors about the others as a test. Meanwhile, Howard takes his relationship with Bernadette to even higher level.",https://image.tmdb.org/t/p/original/nlidiQe6jIloJSrBLxQdPDZuVb5.jpg
The Agreement Dissection,4,21,4/28/2011,30,{'average': 8.4},"When Leonard spends too much time in the shower with Priya, Sheldon charges Leonard with two violations of the roommate agreement. However, before he can get too far, Priya uses her skills as a lawyer to nullify the charges due to the agreement's vague wording, much to Sheldon's dismay. When the guys take advantage of Priya's skills in order to eat Greek food on pizza night, Sheldon goes to Penny, who invites him to a girls' night out with Amy and Bernadette, which Sheldon agrees to after Penny mentions that they may be talking trash about Priya. After the girls drink some cocktails, they decide to take Sheldon dancing, which Sheldon reluctantly goes along with. After dancing, Sheldon takes an intoxicated Amy back to her apartment and as well as talking about Priya, meets a monkey who is addicted to smoking cigarettes. Amy tells Sheldon not to give in to Priya's law skills, before kissing him and going to her bathroom to vomit.",https://image.tmdb.org/t/p/original/8pkhzxsCYsknfd3gsiGH56yKACs.jpg
The Wildebeest Implementation,4,22,5/5/2011,30,{'average': 7.9},Raj attempts to cure his social anxiety disorder while Penny uses Bernadette to spy on Leonard and his girlfriend.,https://image.tmdb.org/t/p/original/dNJ1kLNhA9dDuGjZIq8OK8l5ROi.jpg
The Engagement Reaction,4,23,5/12/2011,30,{'average': 8},"When Howard finally breaks the news to his mom that he's engaged to Bernadette, it lands her in the hospital.",https://image.tmdb.org/t/p/original/1hlDFTRY9MLfMB3AKhaX0dEEreK.jpg
The Roommate Transmogrification,4,24,5/19/2011,30,{'average': 8.7},"When Bernadette receives her PhD, Wolowitz feels emasculated. Raj and Leonard swap places and Penny does something she's regrets.",https://image.tmdb.org/t/p/original/a3VbByTzFL1ew0gmdQVzFXF9mmz.jpg
The Skank Reflex Analysis,5,1,9/22/2011,30,{'average': 7.8},Penny is worried with how damaged her friendship with the guys will be in the aftermath of her sleeping with Raj while Sheldon becomes the leader of the paintball team.,https://image.tmdb.org/t/p/original/kSGRUzwEeW4LMOPuYKQloqCVEhH.jpg
The Infestation Hypothesis,5,2,9/22/2011,30,{'average': 7.8},"A fight between Sheldon and Penny leaves Amy caught in the middle, while Leonard tries to spice up his long-distance relationship with Priya.",https://image.tmdb.org/t/p/original/tVqTk7JdBxuI2drlZ2jJ4ICBicl.jpg
The Pulled Groin Extrapolation,5,3,9/29/2011,30,{'average': 7.7},"Leonard and Amy get to know each other better, while Howard and Bernadette spend the weekend with Mrs. Wolowitz.",https://image.tmdb.org/t/p/original/wEdMYpz2tWAmp626nAWq0l44ltA.jpg
The Wiggly Finger Catalyst,5,4,10/6/2011,30,{'average': 7.7},"Penny plays Matchmaker for Raj, which results in him finding a girl he is comfortable talking to.",https://image.tmdb.org/t/p/original/iStKftXNjUbKLjvKAzTXmT3tuZn.jpg
The Russian Rocket Reaction,5,5,10/13/2011,30,{'average': 7.7},"Sheldon and Leonard get invited to a party at Wil Wheaton's house, and Howard gets an out-of-this-world opportunity.",https://image.tmdb.org/t/p/original/pB5Ia00Um7dbybAUhWQTCV18V4z.jpg
The Rhinitis Revelation,5,6,10/20/2011,30,{'average': 7.4},"Sheldon's mother, Mary Cooper, comes to visit, but Sheldon is annoyed that she also spends time with the rest of the gang, instead of catering to his every demand.",https://image.tmdb.org/t/p/original/1nXbeQy9vdPlvm2Ap97Lhg8suir.jpg
The Good Guy Fluctuation,5,7,10/27/2011,30,{'average': 8.2},"A cute comic book artist puts Leonard and Priya’s relationship to the test, while Sheldon tries to scare the guys for Halloween.",https://image.tmdb.org/t/p/original/cUm2yLiZ2QPdSgIdUYiob0ThcDe.jpg
The Isolation Permutation,5,8,11/3/2011,30,{'average': 7.5},Amy becomes heartbroken when she discovers that Penny and Bernadette went wedding dress shopping without her.,https://image.tmdb.org/t/p/original/cH0vx6h3gcuJCVGrgEaxPqiUmbv.jpg
The Ornithophobia Diffusion,5,9,11/10/2011,30,{'average': 7.6},"Leonard and Penny try hanging out as friends on a 'non-date', but end up purposely ruining each others chances with perspective dates. Meanwhile, Sheldon enlists the help of Bernadette and Amy to overcome his fear of birds.",https://image.tmdb.org/t/p/original/ibkOlSREPuB4GMOKGhzs2ZIdNZ7.jpg
The Flaming Spittoon Acquisition,5,10,11/17/2011,30,{'average': 7.4},"When Stuart asks Amy out on a date, Sheldon must confront his feelings and consider where his relationship with Amy is going.",https://image.tmdb.org/t/p/original/sf1FDxLxinOqyY05Uk3MRZzlP1V.jpg
The Speckerman Recurrence,5,11,12/8/2011,30,{'average': 7},Leonard must face his fears after being contacted by his high school tormentor.,https://image.tmdb.org/t/p/original/7Dn4asZCyq9I0iRtyVCiu9GMhce.jpg
The Shiny Trinket Maneuver,5,12,1/12/2012,30,{'average': 7.6},"Sheldon gets in trouble with Amy when he isn't impressed by her recent accomplishment, and Howard must come to grips with Bernadette's dislike of children.",https://image.tmdb.org/t/p/original/dHAL94ft1SipqmaHL6uNAsegots.jpg
The Recombination Hypothesis,5,13,1/19/2012,30,{'average': 7.9},"Leonard, who broke up with Priya, asks Penny out to a spur-of the-moment romantic dinner for two, and the duo contemplates on their relationship.",https://image.tmdb.org/t/p/original/7GZNVew1Fw24MKcCUKlGuvGJ2LR.jpg
The Beta Test Initiation,5,14,1/26/2012,30,{'average': 7.9},"Leonard and Penny deal with the idea of starting a relationship again and Raj finally finds a ""woman"" he can talk to without being drunk, in the form of Siri on his new phone. Meanwhile, Sheldon decides to start a YouTube series entitled ""Sheldon Cooper presents Fun with Flags"" with the help of Amy.",https://image.tmdb.org/t/p/original/dZTRt2pZ2Ty5kka8iPqXocXO779.jpg
The Friendship Contraction,5,15,2/2/2012,30,{'average': 7.5},"Sheldon's selfish demands force Leonard to reconsider their friendship. Meanwhile, Wolowitz tries to pick his astronaut nickname.",https://image.tmdb.org/t/p/original/aTgjYCtHKEoR0meeXcd2tEXdAkl.jpg
The Vacation Solution,5,16,2/9/2012,30,{'average': 7.5},"When Sheldon is forced to take his vacation, he goes to work with Amy in her neurobiology lab.",https://image.tmdb.org/t/p/original/k6a9X7SdwEwzFlt7mx6gAkjlgTu.jpg
The Rothman Disintegration,5,17,2/16/2012,30,{'average': 7.4},Sheldon battles Kripke for a coveted office at the university. Penny receives a very unusual gift from Amy.,https://image.tmdb.org/t/p/original/bcs07iCu9l2yP6HfjcrPUViXouG.jpg
The Werewolf Transformation,5,18,2/23/2012,30,{'average': 7.6},"Sheldon becomes agitated when his regular barber is out sick. Astronaut training causes Howard to reconsider wanting to go into space. Penny beats Leonard in chess, the first time she plays.",https://image.tmdb.org/t/p/original/1gdddSpcbY8Eh98Hg6xCFPoDWpu.jpg
The Weekend Vortex,5,19,3/8/2012,30,{'average': 7.7},Sheldon must choose between joining Amy at her aunt's birthday party or playing videogames all weekend with the guys.,https://image.tmdb.org/t/p/original/gN7RrKwH3pmL8u1sJiOlzChZBAb.jpg
